intent_code,subintent_code,subintent_name,scenario,first_input,vehicle_state,ASSISTANT_MODE,source,note,seed_input,persona_id,persona_name,model
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang đỗ xe ở bãi đỗ cơ quan, chuẩn bị bước xuống xe để tham gia cuộc họp ban quản lý. Trước đó tôi muốn tìm số của sếp để lưu ý lại.",Vita tìm đúng liên hệ của sếp tôi nhé.,parking,proactive,persona:wiki-9f3c655902f2,,Tìm đúng liên hệ của sếp tôi nhé.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang lái xe trên quãng đường dài về quê thăm họ hàng, không khí trong xe khá cô độc và tôi muốn tìm thứ gì đó thú vị để nghe dọc đường.",Tìm cái gì hay hay để nghe đi.,driving,quiet,persona:wiki-9f3c655902f2,,Tìm gì vui vui để nghe đi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,Tôi đang lái xe trên cao tốc hướng về thành phố cao nguyên cho chuyến đi nghỉ dưỡng cuối tuần. Tâm trạng tôi rất phấn khởi và muốn nghe các thông tin về điểm đến sắp tới.,Tìm cho tôi nội dung về du lịch Đà Lạt.,driving,balance,persona:wiki-9f3c655902f2,,Tìm cho tôi nội dung về du lịch Đà Lạt.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,Tôi đang lái xe một mình qua những cung đường ven biển yên bình để giải tỏa căng thẳng sau tuần làm việc bận rộn. Tôi muốn Vita tự gợi ý những nội dung thư giãn phù hợp.,Kiếm nội dung thư giãn cho chuyến đi này nhé Vita.,driving,proactive,persona:wiki-9f3c655902f2,,Kiếm nội dung thư giãn cho chuyến đi này nhé.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,Tôi đang đỗ xe chờ người nhà mua sắm tại siêu thị điện máy và muốn tranh thủ cập nhật các xu hướng công nghệ mới. Không gian xung quanh tĩnh lặng rất thích hợp để nghe podcast.,Tìm chương trình nói về công nghệ.,parking,quiet,persona:wiki-9f3c655902f2,,Tìm chương trình nói về công nghệ.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,Tôi đang đỗ xe nghỉ trưa dưới bóng râm của một công viên lớn ở thành phố. Tâm trạng đang rất thư thái và tôi muốn tìm một bộ phim hài nhẹ nhàng để giải trí.,Tìm giúp tôi một bộ phim hài nhé.,parking,balance,persona:wiki-9f3c655902f2,,Tìm giúp tôi một bộ phim hài.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang đỗ xe trong garage riêng ở nhà, thong thả tận hưởng sự yên tĩnh và muốn hệ thống tự động đề xuất những nội dung mới lạ hợp gu.",Vita tìm nội dung mới phù hợp với sở thích của tôi xem nào.,parking,proactive,persona:wiki-9f3c655902f2,,Tìm nội dung mới phù hợp với sở thích của tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,Tôi đang tập trung lái xe trên đoạn đường đông đúc thì bản nhạc hiện tại phát ra hơi lớn và làm tôi mất tập trung. Tôi cần tạm dừng ngay lập tức.,Tạm dừng nhạc.,driving,quiet,persona:wiki-9f3c655902f2,,Tạm dừng nhạc.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang lái xe trên đường quốc lộ rộng rãi, vừa nghe hết một bản nhạc không hợp gu lắm nên muốn chuyển sang bài khác cho phấn chấn.",Bỏ qua bài này giúp tôi.,driving,balance,persona:wiki-9f3c655902f2,,Bỏ qua bài này giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang lái xe trên đường về nhà sau buổi tập thể dục chiều, cảm thấy hơi mệt và muốn tiếp tục nghe chương trình audio đang dang dở lúc sáng.",Phát tiếp nội dung đang nghe dở nhé.,driving,proactive,persona:wiki-9f3c655902f2,,Phát tiếp nội dung đang nghe dở nhé.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,Tôi đang đỗ xe chờ mua nước uống bên đường và muốn tạm dừng bài hát đang phát để tiện trao đổi với người bán hàng.,Tạm dừng nhạc giúp tôi.,parking,quiet,persona:wiki-9f3c655902f2,,Tạm dừng nhạc giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,Tôi đang ngồi nghỉ ngơi trong xe khi xe đang đỗ ở bãi giữ xe của câu lạc bộ thể thao. Bản nhạc hay vừa bị ngắt quãng nên tôi muốn bật nghe tiếp.,Phát tiếp bài nhạc đang nghe nhé.,parking,balance,persona:wiki-9f3c655902f2,,Phát tiếp bài nhạc đang nghe nhé.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,Tôi đang đỗ xe yên tĩnh trong sân nhà để sắp xếp lại đồ đạc cá nhân trên xe. Bản nhạc này không hợp tâm trạng lúc này nên tôi muốn bỏ qua.,Bỏ qua bài này đi.,parking,proactive,persona:wiki-9f3c655902f2,,Bỏ qua bài này đi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang lái xe trên đường đi làm buổi sáng, muốn kết nối nhanh điện thoại cá nhân để nghe danh sách nhạc riêng qua giao thức Bluetooth.",Chuyển nguồn âm thanh sang Bluetooth.,driving,quiet,persona:wiki-9f3c655902f2,,Chuyển nguồn âm thanh sang Bluetooth.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang lái xe trên đường vành đai với tâm trạng thong thả, bài hát hiện tại rất hay nên tôi muốn lưu lại nghe sau.",Thêm bài đang phát vào cuối hàng chờ.,driving,balance,persona:wiki-9f3c655902f2,,Thêm bài đang phát vào cuối hàng chờ.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang lái xe trên đường cao tốc hướng về miền Tây, danh sách phát hiện tại quá lộn xộn và tôi muốn làm sạch toàn bộ hàng chờ.",Xóa tất cả bài khỏi hàng chờ giúp tôi.,driving,proactive,persona:wiki-9f3c655902f2,,Xóa tất cả bài khỏi hàng chờ giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,Tôi đang đỗ xe nghỉ ngơi tại trạm dừng chân và muốn chuyển sang nghe bộ sưu tập nhạc chất lượng cao lưu sẵn trên USB.,Đổi nguồn nhạc sang USB.,parking,quiet,persona:wiki-9f3c655902f2,,Đổi nguồn nhạc sang USB.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang đỗ xe trong bãi xe của cơ quan, thong thả chỉnh lại danh sách bài hát yêu thích để chuẩn bị cho chuyến đi tiếp theo.",Đưa bài cuối hàng chờ lên phát kế tiếp.,parking,balance,persona:wiki-9f3c655902f2,,Đưa bài cuối hàng chờ lên phát kế tiếp.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang đỗ xe chờ con tan học ở trường, muốn mở bản tin thời sự phát thanh buổi trưa để cập nhật thông tin qua sóng FM.",Chuyển sang nguồn radio FM.,parking,proactive,persona:wiki-9f3c655902f2,,Chuyển sang nguồn radio FM.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang lái xe qua một khu dân cư đông đúc và ồn ào, âm thanh trong xe hơi lớn khiến tôi cần giảm xuống một chút cho đỡ chói tai.",Giảm âm lượng xuống một chút.,driving,quiet,persona:wiki-9f3c655902f2,,Giảm âm lượng xuống một chút.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang lái xe trên đường cao tốc với không gian khá tĩnh mịch, muốn điều chỉnh mức âm lượng toàn xe vừa đủ nghe để thưởng thức trọn vẹn bản giao hưởng.",Đặt âm lượng toàn xe ở mức 12.,driving,balance,persona:wiki-9f3c655902f2,,Đặt âm lượng toàn xe ở mức 12.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang lái xe chở đồng nghiệp ngồi ở hàng ghế sau đang có việc cần bàn bạc điện thoại, tôi muốn tắt bớt âm thanh phía sau.",Chỉ phát âm thanh ở hàng ghế trước.,driving,proactive,persona:wiki-9f3c655902f2,,Chỉ phát âm thanh ở hàng ghế trước.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang đỗ xe chờ người quen tại khu vực bệnh viện, không gian xung quanh cần sự yên tĩnh tuyệt đối nên tôi muốn tắt toàn bộ tiếng trong xe.",Tắt tiếng trong xe.,parking,quiet,persona:wiki-9f3c655902f2,,Tắt tiếng trong xe.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang ngồi đỗ xe cùng vài người bạn ở hàng ghế sau trong một buổi chiều mát mẻ, họ muốn nghe nhạc rõ hơn nên tôi chỉnh lại âm lượng.",Tăng âm lượng cho hàng ghế sau lên hai mức.,parking,balance,persona:wiki-9f3c655902f2,,Tăng âm lượng cho hàng ghế sau lên hai mức.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang đỗ xe một mình trong garage để đọc sách và thư giãn, muốn tập trung hoàn toàn vào phía ghế lái.",Chuyển âm thanh sang phía ghế lái.,parking,proactive,persona:wiki-9f3c655902f2,,Chuyển âm thanh sang phía ghế lái.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang lái xe ra sân bóng để kịp buổi đá bóng chiều nay cùng anh em đội bóng, hơi vội vì sắp đến giờ khởi động.",Gọi ngay cho anh Nam.,driving,quiet,persona:wiki-62706e3ac3c2,,Gọi cho anh Nam ngay nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang lái xe đến văn phòng công ty cho cuộc họp điều hành ban sáng, thong thả một chút vì đã trừ hao thời gian tắc đường.",Gọi vào số 0901234567 giúp tôi nhé.,driving,balance,persona:wiki-62706e3ac3c2,,Gọi vào số 0901234567 giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang trên đường lái xe về nhà sau giờ làm việc căng thẳng tại công ty, tâm trạng khá thoải mái và muốn xem ai vừa gọi lỡ.",Gọi lại cuộc gọi nhỡ gần nhất đi.,driving,proactive,persona:wiki-62706e3ac3c2,,Gọi lại cuộc gọi nhỡ gần nhất đi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang ngồi chờ trong xe tại bãi đỗ để chuẩn bị vào trung tâm thể hình tập luyện buổi chiều, tâm trạng rất sẵn sàng.",Kết thúc cuộc gọi.,parking,quiet,persona:wiki-62706e3ac3c2,,Kết thúc cuộc gọi hiện tại.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang đỗ xe chờ dưới sân nhà để chuẩn bị đi gặp đối tác bàn công việc dự án, thong thả kiểm tra lại danh bạ.",Gọi cho anh Minh nhé.,parking,balance,persona:wiki-62706e3ac3c2,,"Xe đang đỗ rồi, gọi cho anh Minh giúp tôi.",wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang đỗ xe ở khuôn viên câu lạc bộ thể thao sau trận đấu bóng đá, đang nghỉ ngơi và muốn gọi về nhà.",Gọi cho mẹ giúp tôi.,parking,proactive,persona:wiki-62706e3ac3c2,,Gọi cho mẹ giúp tôi nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,messaging,Nhắn tin,"Tôi đang lái xe trên đường vành đai để đến buổi họp chiến lược quan trọng của công ty, hơi vội vì sợ không kịp giờ.",Nhắn cho Lan là tôi đến muộn mười phút.,driving,quiet,persona:wiki-62706e3ac3c2,,"Tôi đang lái xe, nhắn cho Lan là tôi sẽ đến muộn mười phút.",wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,messaging,Nhắn tin,"Tôi đang lái xe qua đoạn đường khá đông đúc giờ cao điểm để đến sân vận động, tâm trạng hơi sốt ruột vì sợ tắc đường.","Nhắn cho anh Hùng đường tắc lắm, tôi đến sau nhé.",driving,balance,persona:wiki-62706e3ac3c2,,"Nhắn cho anh Hùng rằng đường đang tắc, tôi đến sau nhé.",wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,messaging,Nhắn tin,"Tôi đang lái xe trên đường cao tốc để về nhà sau một ngày làm việc hiệu quả, tâm trạng rất hào hứng.","Nhắn vợ tôi là anh đang lái xe về, khoảng hai mươi phút nữa tới.",driving,proactive,persona:wiki-62706e3ac3c2,,"Nhắn cho vợ tôi là tôi đang lái xe về, khoảng hai mươi phút nữa tới.",wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,messaging,Nhắn tin,"Tôi đang đỗ xe ngay ngắn trong bãi đỗ của công ty, thong thả chuẩn bị đồ đạc trước khi lên văn phòng.",Gửi cho Nam tin nhắn tôi chờ ở cổng.,parking,quiet,persona:wiki-62706e3ac3c2,,"Xe đang đỗ, gửi cho Nam tin nhắn: tôi chờ ở cổng.",wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,messaging,Nhắn tin,"Tôi vừa đỗ xe vào tầng hầm tòa nhà văn phòng, đang ngồi lại một phút để kiểm tra lại lịch trình làm việc trong ngày.",Nhắn chị Mai là tôi đã đỗ xe ở tầng hầm B2 rồi.,parking,balance,persona:wiki-62706e3ac3c2,,Nhắn cho chị Mai là em đã đỗ xe ở tầng hầm B2 rồi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,messaging,Nhắn tin,"Tôi đang đỗ xe chờ ở điểm hẹn để đón đồng nghiệp đi sự kiện của ngành, tâm trạng thoải mái và chủ động.","Gửi tin cho Tuấn là tôi tới bãi đỗ rồi, bảo cậu ấy ra nhé.",parking,proactive,persona:wiki-62706e3ac3c2,,"Gửi tin cho Tuấn là tôi đã tới bãi đỗ, bảo cậu ấy ra nhé.",wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang lái xe trên đường đến sân bóng đá để kịp trận đấu chiều nay, cần gọi gấp cho anh Nam nên phải tìm liên hệ ngay.",Tìm liên hệ anh Nam.,driving,quiet,persona:wiki-62706e3ac3c2,,Tìm giúp tôi liên hệ anh Nam với.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang lái xe đến cơ quan để chuẩn bị cho buổi họp điều hành buổi sáng, thong thả tra cứu danh bạ.",Tìm chính xác liên hệ của chị Hương giúp tôi.,driving,balance,persona:wiki-62706e3ac3c2,,Cho tôi đúng liên hệ của chị Hương.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang lái xe đi kiểm tra sức khỏe định kỳ tại phòng khám quen thuộc, tâm trạng bình tĩnh và tập trung lái xe.",Tìm người tôi lưu là bác sĩ nhé.,driving,proactive,persona:wiki-62706e3ac3c2,,Tìm người tôi lưu là bác sĩ giúp nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang đỗ xe trước cửa nhà thi đấu thể thao, chuẩn bị vào trong tập luyện và tìm nhanh số của Tuấn.",Chọn liên hệ Tuấn.,parking,quiet,persona:wiki-62706e3ac3c2,,Chọn giúp tôi liên hệ Tuấn.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang đỗ xe ở sân nhà, thong thả xem lại danh bạ điện thoại để liên hệ công việc với cô Mai.",Tìm số của cô Mai trong danh bạ.,parking,balance,persona:wiki-62706e3ac3c2,,Tôi cần tìm số của cô Mai trong danh bạ.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,contact_resolution,Xác định liên hệ,"Tôi đang ngồi trong xe đỗ tại văn phòng công ty, chuẩn bị báo cáo công việc cho cấp trên.",Tìm đúng liên hệ của sếp tôi.,parking,proactive,persona:wiki-62706e3ac3c2,,Tìm đúng liên hệ của sếp tôi nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang lái xe trên đường cao tốc với tinh thần thư thái sau giờ làm, muốn nghe chút âm nhạc để giải trí.",Tìm gì vui vui để nghe đi.,driving,quiet,persona:wiki-62706e3ac3c2,,Tìm gì vui vui để nghe đi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang lái xe đưa gia đình đi chuyến du lịch nghỉ cuối tuần, tâm trạng vô cùng phấn khởi và hào hứng.",Tìm nội dung về du lịch Đà Lạt.,driving,balance,persona:wiki-62706e3ac3c2,,Tìm cho tôi nội dung về du lịch Đà Lạt.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang lái xe trên hành trình dài về quê thăm gia đình, muốn tìm ít chương trình giải trí để chuyến đi thêm thú vị.",Kiếm nội dung thư giãn cho chuyến đi này.,driving,proactive,persona:wiki-62706e3ac3c2,,Kiếm nội dung thư giãn cho chuyến đi này nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang đỗ xe chờ ở trạm sạc điện, tranh thủ tìm vài chương trình hay về công nghệ để nghe.",Tìm chương trình nói về công nghệ.,parking,quiet,persona:wiki-62706e3ac3c2,,Tìm chương trình nói về công nghệ.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang đỗ xe nghỉ ngơi tại quán cà phê quen thuộc, thong thả tìm kiếm nội dung giải trí nhẹ nhàng.",Tìm một bộ phim hài giúp tôi.,parking,balance,persona:wiki-62706e3ac3c2,,Tìm giúp tôi một bộ phim hài.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,content_discovery,Tìm nội dung,"Tôi đang đỗ xe trong gara ở nhà sau một ngày làm việc hiệu quả, muốn tìm chút nội dung mới mẻ để thư giãn.",Tìm nội dung mới phù hợp với sở thích của tôi.,parking,proactive,persona:wiki-62706e3ac3c2,,Tìm nội dung mới phù hợp với sở thích của tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang tập trung lái xe qua đoạn giao lộ đông đúc, cần tắt ngay tiếng nhạc để tập trung quan sát.",Tạm dừng nhạc.,driving,quiet,persona:wiki-62706e3ac3c2,,Tạm dừng nhạc.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang lái xe trên đường quốc lộ rộng rãi, muốn đổi sang bài hát khác có tiết tấu sôi động hơn.",Bỏ qua bài này.,driving,balance,persona:wiki-62706e3ac3c2,,Bỏ qua bài này giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang lái xe trên đường đi làm buổi sáng, muốn tiếp tục nghe chương trình podcast dang dở hôm trước.",Phát tiếp nội dung đang nghe dở.,driving,proactive,persona:wiki-62706e3ac3c2,,Phát tiếp nội dung đang nghe dở nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang đỗ xe để chuẩn bị bước xuống xe mua nước, cần dừng nhạc ngay lúc này.",Tạm dừng nhạc.,parking,quiet,persona:wiki-62706e3ac3c2,,Tạm dừng nhạc giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang đỗ xe nghỉ chân tại khu dịch vụ trên cao tốc, muốn tiếp tục thưởng thức bản nhạc hay đang nghe.",Phát tiếp bài nhạc đang nghe.,parking,balance,persona:wiki-62706e3ac3c2,,Phát tiếp bài nhạc đang nghe nhé.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,playback_control,Điều khiển phát,"Tôi đang ngồi trong xe đỗ ở bãi xe công ty, chuẩn bị ra ngoài và không muốn nghe bài hát hiện tại nữa.",Bỏ qua bài này đi.,parking,proactive,persona:wiki-62706e3ac3c2,,Bỏ qua bài này đi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang lái xe trên đường cao tốc về nhà, muốn kết nối điện thoại để nghe danh sách nhạc riêng của mình.",Chuyển nguồn âm thanh sang Bluetooth.,driving,quiet,persona:wiki-62706e3ac3c2,,Chuyển nguồn âm thanh sang Bluetooth.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang lái xe thong thả trên đường ven biển, muốn thêm bài hát yêu thích hiện tại vào danh sách phát.",Thêm bài đang phát vào cuối hàng chờ.,driving,balance,persona:wiki-62706e3ac3c2,,Thêm bài đang phát vào cuối hàng chờ.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang lái xe đến sân tập thể thao, muốn làm sạch danh sách phát hiện tại để chuẩn bị danh sách mới.",Xóa tất cả bài khỏi hàng chờ.,driving,proactive,persona:wiki-62706e3ac3c2,,Xóa tất cả bài khỏi hàng chờ giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang đỗ xe chờ vợ đi siêu thị về, tranh thủ đổi nguồn phát nhạc từ USB đã chép sẵn.",Đổi nguồn nhạc sang USB.,parking,quiet,persona:wiki-62706e3ac3c2,,Đổi nguồn nhạc sang USB.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang đỗ xe ở bãi đỗ văn phòng, thong thả sắp xếp lại danh sách phát nhạc trong xe.",Đưa bài cuối hàng chờ lên phát kế tiếp.,parking,balance,persona:wiki-62706e3ac3c2,,Đưa bài cuối hàng chờ lên phát kế tiếp.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,source_queue,Nguồn/danh sách phát,"Tôi đang đỗ xe dưới hầm tòa nhà, muốn nghe tin tức thời sự trên đài phát thanh địa phương.",Chuyển sang nguồn radio FM.,parking,proactive,persona:wiki-62706e3ac3c2,,Chuyển sang nguồn radio FM.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang lái xe qua khu vực trường học đông đúc, cần giảm tiếng nhạc để tập trung lái xe.",Giảm âm lượng xuống một chút.,driving,quiet,persona:wiki-62706e3ac3c2,,Giảm âm lượng xuống một chút.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang lái xe trên đường cao tốc với không gian yên tĩnh, muốn chỉnh mức âm thanh vừa vặn cho cả xe.",Đặt âm lượng toàn xe ở mức 12.,driving,balance,persona:wiki-62706e3ac3c2,,Đặt âm lượng toàn xe ở mức 12.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang lái xe một mình trên đường dài, muốn tập trung âm thanh ở phía trước để không gian phía sau yên tĩnh.",Chỉ phát âm thanh ở hàng ghế trước.,driving,proactive,persona:wiki-62706e3ac3c2,,Chỉ phát âm thanh ở hàng ghế trước.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,Tôi đang đỗ xe nghe điện thoại quan trọng trong không gian yên tĩnh tuyệt đối.,Tắt tiếng trong xe.,parking,quiet,persona:wiki-62706e3ac3c2,,Tắt tiếng trong xe.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang đỗ xe chở người thân ở hàng ghế sau, muốn tăng âm lượng phía sau để mọi người cùng nghe rõ.",Tăng âm lượng cho hàng ghế sau lên hai mức.,parking,balance,persona:wiki-62706e3ac3c2,,Tăng âm lượng cho hàng ghế sau lên hai mức.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,volume_audio_zone,Âm lượng/vùng âm thanh,"Tôi đang đỗ xe nghỉ ngơi một mình trong xe, muốn tận hưởng âm nhạc tập trung riêng ở ghế lái.",Chuyển âm thanh sang phía ghế lái.,parking,proactive,persona:wiki-62706e3ac3c2,,Chuyển âm thanh sang phía ghế lái.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang lái xe một mình trên đường vành đai để đến văn phòng bộ, tâm trạng rất tập trung và khẩn trương.",Gọi ngay cho anh Nam.,driving,quiet,persona:wiki-62c08cb727c5,,Gọi cho anh Nam ngay nhé.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
communication_media,calling,Gọi điện,"Tôi đang lái xe đến một cuộc họp liên ngành tại trung tâm thành phố, thong thả nhưng cần chuẩn bị trước các đầu việc.","Vita, gọi vào số 0901234567 giúp tôi.",driving,balance,persona:wiki-62c08cb727c5,,Gọi vào số 0901234567 giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
